sentence,true_label,predicted
Deja hablar a Tom.,spa,spa
How did you come up with this approach?,eng,spa
Mary said she didn't want to say anything about that.,eng,spa
Dan le preguntó al padre de Linda si podía salir con su hija.,spa,spa
Where's our car?,eng,eng
Fui ahí para reunirme con él.,spa,spa
It's because I want to become a translator.,eng,spa
How tragic!,eng,spa
I know that Tom is a very talented painter.,eng,spa
I can sing well.,eng,spa
Everything looks right.,eng,spa
Juan tiene una escuela especializada en adiestramiento canino.,spa,spa
Él también es escritor.,spa,spa
Esta tienda vende unos zapatos muy buenos.,spa,spa
¿Has puesto ya tu árbol de Navidad?,spa,spa
I've been trying to talk to you for over a month.,eng,spa
Los gemelos cantaron.,spa,spa
I'm the only one who knows your secret.,eng,spa
Tom really did die.,eng,spa
¿Cuándo se inició la Segunda Guerra Mundial?,spa,eng
¡Te juro que vi un extraterrestre!,spa,spa
They lived in the countryside during the war.,eng,spa
Traiga a su hermano.,spa,spa
Los animales salvajes viven en la jungla.,spa,spa
¿Estás seguro?,spa,eng
Layla is ignoring me.,eng,spa
Sé que no debería sentirme así.,spa,spa
La rana se sumergió.,spa,spa
Do you really think Tom was displeased?,eng,spa
Tienes que tirar la puerta para abrirla.,spa,spa
Tom knows why Mary studied French.,eng,spa
"Cuanto más comas, más gordo te pondrás.",spa,spa
Sami doesn't understand why his paycheck is so short.,eng,spa
Tom carries a harmonica with him all the time.,eng,spa
I've been waiting for the bus for half an hour.,eng,spa
Tom wasn't hard to find.,eng,spa
I'm just warming up.,eng,spa
Tom said he wished that Mary wouldn't do that by herself.,eng,spa
Tom is partially paralyzed.,eng,spa
It's impossible to learn English in a month.,eng,spa
Tom said that Mary wasn't having any fun.,eng,spa
The footsteps moved closer.,eng,spa
He thought he'd find another job.,eng,spa
¿Dónde queda el zoológico?,spa,eng
"While he was talking, I guess I was absent-minded.",eng,spa
Tom still misses you.,eng,spa
The alarm went off.,eng,spa
Ella estuvo en América el mes pasado.,spa,spa
¿Por qué vas andando si tienes coche?,spa,eng
Y esto te lo dejaré hacer a ti.,spa,spa
Hay muchas dudas.,spa,spa
Kill all the survivors.,eng,spa
No tenemos la obligación de tomar parte en la asamblea.,spa,spa
I knew that Tom was a bit confused.,eng,spa
Catón aprendió griego cuando ya era viejo.,spa,spa
Él sacudió la cabeza con rabia.,spa,spa
Lo ha hecho sin que yo lo sepa.,spa,spa
How long will it take to get in to ride?,eng,eng
I've climbed Mt. Fuji.,eng,spa
"Tom and his friends are outside, waiting for you.",eng,spa
Don't you hear that?,eng,eng
Tom y Jane se casaron el mes pasado.,spa,spa
Me sangró la nariz.,spa,spa
Yo amo las tiras cómicas.,spa,spa
"Primero, quiero agradecer a todos ustedes.",spa,spa
"Aren't you afraid of death? ""Not a bit. I'd rather die than drink that awful medicine.""",eng,spa
Have you ever been to Hawaii?,eng,eng
"Now, why do you have to do that?",eng,eng
La venganza es una confesión de dolor.,spa,spa
She does anything we tell her.,eng,spa
This is common.,eng,spa
I'll give him a call.,eng,spa
I feel like I'm going mad.,eng,spa
"Soy un idealista. No sé adónde voy, pero estoy de camino.",spa,spa
That sounds like a literal translation from the English.,eng,spa
El cielo se entenebreció rápidamente.,spa,spa
I hope he's wrong.,eng,spa
Mary wasn't as angry as I expected her to be.,eng,spa
Los dos equipos se igualaron al final.,spa,spa
Quiero saber todo lo que sabes tú.,spa,spa
Eso es peligroso.,spa,spa
Amo a mi familia muchísimo.,spa,spa
Tom está muy enojado con sus hijos.,spa,spa
I am playing guitar.,eng,spa
He went to Narita or somewhere.,eng,spa
The boy bent back to look up at his father's face.,eng,spa
He's kind of cute.,eng,spa
Tom told me that he thought he had a chance of winning.,eng,spa
Tom took the gun from Mary.,eng,spa
Nos juntaremos de nuevo un día.,spa,spa
"Para lograr el apareamiento, la araña macho generalmente le obsequia un insecto a su compañera.",spa,spa
Jim has gone to London.,eng,spa
Sami can do it.,eng,spa
Our friendship did not last.,eng,spa
¿Lo hiciste tú solo?,spa,eng
Él era feliz a pesar de ser pobre.,spa,spa
No ha podido venir porque está muy ocupada.,spa,spa
Pensé que él estaba enojado conmigo porque no lo ayudé a construir su casa.,spa,spa
I'm regularly feeling down in the dumps.,eng,spa
Esto no va a acabar bien.,spa,spa
I consider Fadil a pimp.,eng,spa
There were no more questions.,eng,spa
Nobody voted for Tom.,eng,spa
Puede haber habido un malentendido.,spa,spa
Sami was winning the game.,eng,spa
Él es cruel y desalmado.,spa,spa
Hoy proyectan una buena película.,spa,spa
Those who talk a lot often lose their voices.,eng,spa
Vandals wreaked havoc in the abandoned house.,eng,spa
Ellos los recibieron con una guardia de honor.,spa,spa
"Al derrochador le faltan muchas cosas, al avaro todas.",spa,spa
"Mejor deberíamos vivir en el presente, en el que vivimos todos los días.",spa,spa
Me marcho ya.,spa,spa
¿Por qué quieren hablar con Tomás?,spa,eng
Te hemos estado esperando una hora.,spa,spa
Él se levantó de madrugada para ir al baño.,spa,spa
I have a pen.,eng,spa
Es gracioso ver como reaccionás a todo eso.,spa,spa
It goes without saying that he is a superb pianist.,eng,spa
Eso es injusto.,spa,spa
¿Le importa si fumo aquí?,spa,eng
I want him brought here now.,eng,spa
Tom didn't break his promise.,eng,spa
Tom hizo el desayuno.,spa,spa
Policemen cleared the way to let cars pass.,eng,spa
In the winter I wear a coat on top of my vest.,eng,spa
I like camping.,eng,spa
Distaba mucho de ser cierto.,spa,spa
Find Tom and Mary and tell them to come here right away.,eng,spa
Quiero ver a tu madre.,spa,spa
Sami and Layla are very conscious of this.,eng,spa
I'm in command now.,eng,spa
¡Suena bien!,spa,spa
¿Nos tuteamos o nos hablamos de usted?,spa,spa
Tom se derrumbó sobre su silla.,spa,spa
She's doing this for her children.,eng,spa
Tom le dio la foto a Mary.,spa,spa
Can you tell me where to find Tom?,eng,eng
After a while she began to play the piano again.,eng,spa
Sé que mi opinión está condicionada.,spa,spa
He is a boy of singular intelligence.,eng,spa
Who was here this morning?,eng,eng
Tom pricked the balloon with a pin.,eng,spa
No sé cómo se llama él.,spa,spa
Tom leaned down and kissed Mary.,eng,spa
Tom never told me he wanted to go to Harvard.,eng,spa
No seas absurdo.,spa,spa
"¿No ves, pobre desgraciado, que se aprovechan de ti?",spa,eng
Some of Tom's chooks got through a hole in the fence and dug up his neighbour's lettuce plants.,eng,spa
Ellos conocen al padre de Mary.,spa,spa
¿Tengo que hacer eso ahora?,spa,eng
El hombre se había convertido en un dipsomaníaco al no tener nada mejor que hacer que beber vino.,spa,spa
Hacer footing no está de moda en California.,spa,spa
Tom's embarrassed.,eng,spa
Tom no va a responder.,spa,spa
Everybody's got secrets.,eng,spa
¿Te estás sonrojando?,spa,eng
"Sin embargo, el color quedó diferente al de la muestra de su catálogo.",spa,spa
Tom no podía recordar la dirección de Mary.,spa,spa
"The boy was frightened, and tried to say a prayer, but he could remember nothing but the multiplication table.",eng,spa
He acquainted her with his plan.,eng,spa
Dales efectivo.,spa,spa
"I can understand the language, but I can't speak it.",eng,spa
"Los alemanes tienen una forma inhumana de cortar sus verbos. Un verbo ya lo pasa bastante mal cuando está entero. Es completamente inhumano partirlo. Pero eso es exactamente lo que hacen los alemanes. Cogen una parte del verbo y la ponen aquí, como una estaca, y cogen la otra parte y la ponen allá a lo lejos, como otra estaca, y simplemente cavan en alemán entre estos dos límites.",spa,spa
I think doing that would be fun.,eng,spa
They've hanged themselves.,eng,spa
Los separatistas mienten.,spa,spa
Mary said she would write to us.,eng,spa
¿Tienes un plan B?,spa,eng
"If f is not an epimorphism, then it factors through g.",eng,spa
El ministro debe insistir en eso.,spa,spa
They closed their eyes and fell asleep.,eng,spa
Bob no solo toca la guitarra sino también la flauta.,spa,spa
Don't let him scream.,eng,spa
I cannot assemble this engine. I have no experience.,eng,spa
Just because a man is rich it does not necessarily follow that he is happy.,eng,spa
Ando mal de dinero.,spa,spa
Sami sat next to Layla on the rollercoaster. Farid was behind them.,eng,spa
Soy muy casero.,spa,spa
I wonder if Tom is really serious.,eng,spa
Últimamente no he podido dormir lo suficiente.,spa,spa
No escucho a nadie.,spa,spa
¿Todos ustedes hablan francés?,spa,eng
Éste es mi entrenador.,spa,spa
Almost everyone I know has been to Boston at least once.,eng,spa
Tom and Mary wanted to live on their own.,eng,spa
How long will it really take you?,eng,eng
"Su delirio místico me aburre y no voy a seguir escuchando tantas boludeces, tengo cosas más importantes que hacer.",spa,spa
Tom and Mary say that they can't believe anybody.,eng,spa
We couldn't play outdoors because of the intense heat.,eng,spa
Deberías estar sobre las 5 en punto en la estación.,spa,spa
Ella giró la página del libro.,spa,spa
Tom todavía no nos ha dicho su opinión.,spa,spa
She won't take an airplane for fear of a crash.,eng,spa
You're twice as old as me.,eng,spa
Do you know anything about Tom's parents?,eng,eng
Tom escuchaba con atención.,spa,spa
Tom says it's an emergency.,eng,spa
Ellos bailaron toda la noche.,spa,spa
He denounced all forms of dishonesty in government.,eng,spa
Ese hombre tiene una boca sucia.,spa,spa
Tom and Mary don't think they're permitted to do that.,eng,spa
Tom is the one who told me how to do that.,eng,spa
You should be put away.,eng,spa
You should listen to his advice.,eng,spa
Hacer un plan y ponerlo en práctica es diferente.,spa,spa
I thought Tom was going to be killed.,eng,spa
What's your favorite topic of conversation?,eng,eng
"You told the dog to stay, didn't you?",eng,eng
¿Puedo escribir mi nombre en árabe?,spa,eng
No fui contendiente para Tom.,spa,spa
May Tom be free.,eng,spa
Each student uses their own computer.,eng,spa
Hagan lo que les diga.,spa,spa
We'll be there.,eng,spa
"Los resultados de los cambios efectuados, son visibles sobre todo en las regiones del este.",spa,spa
"The four seasons of the year are spring, summer, autumn, and winter.",eng,spa
I think Tom should've been more discreet.,eng,spa
He spent his entire life helping people.,eng,spa
That is sensitive apparatus.,eng,spa
Did you tell Tom I was going to Boston?,eng,eng
Tuvieron un debate sobre el matrimonio igualitario.,spa,spa
Programadores programaron el programa.,spa,spa
I thought that there was a good chance Tom wouldn't want to go with us.,eng,spa
You don't have to get up so early.,eng,spa
Tom and Mary let themselves in.,eng,spa
¡Devuélvame mi dinero!,spa,spa
"Cuando hablas con los demás, lo haces con los brazos cruzados.",spa,spa
Nos miramos el uno al otro.,spa,spa
Kitty todavía no sabe leer.,spa,spa
Mary está hablando dormida.,spa,spa
El jardín está lleno de flores muy bonitas durante todo el año.,spa,spa
What would life be without hope?,eng,spa
I thought that I heard your voice.,eng,spa
I took it for granted that you would join.,eng,spa
¡Dejá de joder!,spa,spa
People were shocked when he cited a supermarket tabloid as a reputable newspaper.,eng,spa
"You don't even know his name, right?",eng,eng
"No es mucho, ¿no?",spa,eng
I chose all three options.,eng,spa
Él quiere comprarse una nueva motocicleta a como de lugar.,spa,spa
Thanks a lot for the telephone you gave me.,eng,spa
Tom and Mary didn't tell John why they did that.,eng,spa
Admito que tiene razón.,spa,spa
Él vio que vino.,spa,spa
No tenemos más remedio que pelear.,spa,spa
Do you want to stop them?,eng,eng
¡Caramba!,spa,spa
He is still here.,eng,spa
They arrived there before dawn.,eng,spa
Sospechaba que él me dejaría.,spa,spa
Le lanzó una flecha al ciervo.,spa,spa
Creo que es gracioso.,spa,spa
En el pasado era común hacer peines y otros adornos con la caparazón de la tortuga.,spa,spa
¿De verdad? ¿Tienes un escritor favorito que siempre lees?,spa,eng
Tom did a very foolish thing.,eng,spa
¿Está usted ocupada ahora?,spa,eng
Escriba español.,spa,spa
Él va a ser un buen marido.,spa,spa
You're blushing.,eng,spa
"No solamente lo aconsejé, sino también le hice un pete.",spa,spa
We want to keep improving it.,eng,spa
I made him go.,eng,spa
Tom quería ser profesor.,spa,spa
My neck is sore.,eng,spa
What use would this be to you?,eng,eng
Mi abuelo recibió un reloj de oro cuando se jubiló.,spa,spa
I'll show Tom how to do that.,eng,spa
We need to talk to them.,eng,spa
Ella lleva un parche en el ojo.,spa,spa
I don't agree with that at all.,eng,spa
"A las moscas del tiempo les gustan las flechas, a las moscas de la fruta les gustan los plátanos.",spa,spa
France's birth rate is declining.,eng,spa
Me quité el sombrero y entré a la iglesia.,spa,spa
Se me reventó una rueda.,spa,spa
Jim me llamó cobarde.,spa,spa
I was distressed to see Tom so unhappy.,eng,spa
En Massachusetts no está permitido que un hombre se case con la abuela de su mujer.,spa,spa
Jamás imaginé que yo podría dar un concierto en Boston.,spa,spa
Tengo una vida.,spa,spa
Sami didn't take his eyes off Layla.,eng,spa
Él pertenece a la banda de bronces.,spa,spa
Shut up! We'll miss the best part.,eng,spa
No podemos seguir sin Tom.,spa,spa
Algunos fusiles tienen bayoneta.,spa,spa
¿Quieres hacer un muñeco de nieve?,spa,eng
Soy de Asia.,spa,spa
Tom and Mary won't likely tell John what they want him to do.,eng,spa
Chris le compró un regalo a ella y sacó el valor para dárselo.,spa,spa
My wife likes to eat out and so she doesn't have to cook.,eng,spa
Was it gambling that brought about his bankruptcy?,eng,spa
Me pusieron de nombre Robert por mi abuelo.,spa,spa
¿Cómo puedes soportar una humillación así?,spa,eng
Your room is ready now.,eng,spa
Tom isn't very likely to ever win.,eng,spa
